TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ,FallCheck
0.01,1,-0.026000249126326994,-1.004000543381138,0.0609990845381085,-2.6356884741894473,-1.6615838605040985,-0.17192575103153204,93.07701583682172,-0.8479694365023172,135.19515718587195,0
0.02,2,-0.02441178075848927,-1.004319179751861,0.0609977457674506,-2.6827790605828756,-2.1805660017067474,-0.3197715810133372,93.05031991303726,-0.84292763927376,135.1723663744216,0
0.03,3,-0.025059243512859267,-1.0055159586037727,0.061669437172779465,-2.7162510807053324,-2.47705378699081,-0.4160669112092531,93.0185449781637,-0.8416974417198968,135.14786706204285,0
0.04,4,-0.02812880160585441,-1.0074611510995481,0.06273369994836787,-2.7642255402749143,-2.477102529099832,-0.4300410629140568,92.98284503168226,-0.842799903248545,135.12205928658335,0
0.05,5,-0.031947806552296974,-1.0091447958796256,0.06321448404777741,-2.871018232711867,-2.262489217871544,-0.38889214435113434,92.94859727996406,-0.8415346863840657,135.09728218067607,0
0.06,6,-0.034783337844963916,-1.0096063294770794,0.06255491466347156,-3.0375506910464978,-1.9711258377639078,-0.379593835109987,92.91762602184785,-0.8365136906345804,135.07563456398776,0
0.0699999999999999,7,-0.03592216851998849,-1.0086705267297733,0.06124398829701072,-3.2109348899999297,-1.7198189980979062,-0.4736828761140479,92.88525747380484,-0.8315690818625587,135.0571657349355,0
0.08,8,-0.03532367989351843,-1.0070916962630032,0.06026555040208193,-3.3426090387125296,-1.583600844209914,-0.6457813751201926,92.8467121436121,-0.8303583725493773,135.04020841282846,0
0.09,9,-0.03315981908713163,-1.006058811184264,0.06001006436359918,-3.444692363610516,-1.5774842723611981,-0.7925974033091371,92.8040093716906,-0.8311522111122195,135.02322538382882,0
0.0999999999999999,10,-0.02998398252877861,-1.0061934751175254,0.05985013852310717,-3.568996298010002,-1.6454052680710234,-0.8367250723386875,92.76327006993722,-0.8289710536605176,135.006048432374,0
0.11,11,-0.02677281820252761,-1.0069180985058328,0.05884348729246612,-3.7268303520030055,-1.7152447976578842,-0.7917490345981025,92.72601890591484,-0.821939124548421,134.989236958053,0
0.12,12,-0.024393832093117285,-1.0071658859875399,0.0567747261012543,-3.8557748249440293,-1.7869520233709977,-0.7271550023512041,92.6869036273595,-0.8130941896974917,134.97242817829692,0
0.13,13,-0.023183329103583228,-1.0067979790527606,0.05437049367851957,-3.891855296708874,-1.9365346312041305,-0.6994378506440733,92.64112925094113,-0.8056556608593906,134.95371961162172,0
0.14,14,-0.023092751393399884,-1.0068027424153392,0.05250010585885581,-3.856385039479565,-2.2154095752522993,-0.7255953489126029,92.59129781485744,-0.7987963649680748,134.93099115601018,0
0.15,15,-0.023926444347022707,-1.0077528101560755,0.05138178457973481,-3.8294116172255674,-2.5717869178628536,-0.7885769415872769,92.54450158727451,-0.7897151779020907,134.9037707367678,0
0.16,16,-0.02530420462436639,-1.0085757449063135,0.05072549544156087,-3.8382545667346575,-2.895675843093554,-0.841670710438984,92.50401127860265,-0.778719125512632,134.87350192716815,0
0.17,17,-0.026694626386686494,-1.007636965314385,0.05044721077617658,-3.8176802944485386,-3.1248198149128408,-0.8304677285693765,92.46659888535949,-0.7697972958162599,134.84194960501327,0
0.18,18,-0.027737469588863844,-1.0049945622780987,0.050875695955974735,-3.702862632101701,-3.2732288103038054,-0.743893316470832,92.42797608416872,-0.7654580124573833,134.809713322699,0
