TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ,FallCheck
0.01,1,-0.025001074652417882,-1.0039992293409437,0.07899936063888732,-2.2346071383224952,-2.062676942230262,0.4583900561690104,93.32338654746884,-1.2490457998406277,-74.74810093001369,0
0.02,2,-0.02488366026202563,-1.001450633193197,0.07794608536133413,-1.5344981447257036,-1.8789399771533373,0.6436335949621586,93.3080085583786,-1.2528694332615002,-74.76877889343936,0
0.03,3,-0.02533185634045269,-0.9994846256845921,0.07766286415703846,-0.946280823022746,-1.8754671396100502,0.8031685434843837,93.29871207921065,-1.2601764831735676,-74.78997811575397,0
0.04,4,-0.027122032539718188,-0.99851946378322,0.07837881159767064,-0.5204448873711963,-2.0298865973185753,0.8872075967013908,93.29636459308328,-1.2716272590866209,-74.81162679387162,0
0.05,5,-0.030480866775000337,-0.9989228297832669,0.0799033750574907,-0.23621433381976387,-2.1298676136946426,0.8446388088205007,93.29625019108775,-1.284216704656652,-74.83271598305876,0
0.06,6,-0.034196574879780756,-1.000954136011609,0.08212274657670417,-0.04467766904241409,-2.000467084260545,0.6753015458604492,93.29392269898985,-1.2937103316210676,-74.85185669115856,0
0.0699999999999999,7,-0.0361907307188334,-1.0042511657571123,0.08507051033451372,0.08365832149830361,-1.6987696675364456,0.4476849348459576,93.292375082954,-1.2983256746942728,-74.86857443548347,0
0.08,8,-0.035403695395000156,-1.0075392802125454,0.08845232773693017,0.1477089468816185,-1.4453823415990186,0.25470678620182374,93.30104347998893,-1.2997307009361008,-74.88391023376258,0
0.09,9,-0.03288111469956158,-1.0092499377568516,0.09140150724926419,0.13624135808861193,-1.3730477304739288,0.15368071078656073,93.32379440180884,-1.3008974128865736,-74.89932066148216,0
0.0999999999999999,10,-0.03062427738133914,-1.0086372422233805,0.09301859326488918,0.052043365625614714,-1.390374610000203,0.1473292089454565,93.34954662918108,-1.3038252210415449,-74.91483248629542,0
0.11,11,-0.02949256694330171,-1.0063493930171417,0.09318420822327808,-0.0781114935965627,-1.3020141846742495,0.20553770043536052,93.3619326827206,-1.30859053429769,-74.92866545807573,0
0.12,12,-0.028626248337788197,-1.0039537621733159,0.09268284343183388,-0.2135776207855098,-1.0250521670305377,0.29123949513161884,93.36001901086807,-1.313006078792344,-74.93909013448273,0
0.13,13,-0.026891089811203688,-1.0028295417425015,0.09242223211864425,-0.32496966017552475,-0.6665415976442547,0.3753028540041664,93.36184634405363,-1.3134933702506535,-74.94637070986983,0
0.14,14,-0.024457143688221425,-1.0032441875461289,0.09257876805184498,-0.40961899921247136,-0.4101982606777674,0.4458893071644416,93.38207631721909,-1.3081808115704676,-74.952344459943,0
0.15,15,-0.022780185211678367,-1.0042333434878137,0.09263931596643023,-0.47306843645195745,-0.3552250854168107,0.505602261790504,93.41202144517423,-1.299672195394371,-74.9583974010406,0
0.16,16,-0.023231966377817558,-1.0044159440347504,0.09225971535721426,-0.49776802200023545,-0.46387646466493676,0.5517468484601789,93.43017727949149,-1.2937677483102779,-74.96470657932556,0
0.17,17,-0.025847368560567588,-1.0032262335892295,0.09179734287325221,-0.45450208739259973,-0.6324284258315348,0.5633620224977272,93.43007972157262,-1.2953859705158637,-74.97140124659563,0
0.18,18,-0.029251507391494926,-1.0015218740054326,0.09183632723945995,-0.35959809870999604,-0.7783834863612741,0.5158689278707448,93.42777672949579,-1.30582513932292,-74.97926658194217,0
0.19,19,-0.03173297338199622,-1.0008482858549588,0.09244932075390569,-0.29513920954352696,-0.8605681078265367,0.40482172950177353,93.43926927073416,-1.3221129444699589,-74.98863948207298,0
0.2,20,-0.03254530363248045,-1.0019133088187862,0.09316663286324732,-0.33684419321605114,-0.8557659758921486,0.2502200721656652,93.459284489694,-1.337802876660277,-74.9983631688571,0
0.21,21,-0.03228907912107384,-1.0037948946805222,0.09349360870831327,-0.46883525765367023,-0.7532853902824761,0.08449744763121768,93.46988333044871,-1.3466444079140607,-75.00661755796779,0
0.22,22,-0.032011881445167825,-1.004770679883943,0.09325854832519914,-0.5999987308472161,-0.5709998724805732,-0.057680789281598754,93.46616815684959,-1.3476890839339828,-75.0124875614572,0
0.23,23,-0.03202182768052053,-1.0039488702544679,0.09260489702842982,-0.6565510296097893,-0.3577010431096576,-0.14823346867646767,93.4634644068329,-1.3457991647572807,-75.01630871580907,0
0.24,24,-0.03174347271241881,-1.0020269895460172,0.09187055242429887,-0.6277653841679394,-0.17877839052464972,-0.17942547332780073,93.4761637514381,-1.345820999119545,-75.0189217890381,0
0.25,25,-0.03062465410215572,-1.0004857041586706,0.09145805677317871,-0.536616127978847,-0.10169884964031586,-0.16959792812284388,93.49757947092613,-1.3473831896308612,-75.02120096004913,0
0.26,26,-0.028910941757399847,-1.0002075513642827,0.09161567499184453,-0.4138509707811623,-0.1670621163109867,-0.14829257876301774,93.50919256277311,-1.3470055411063595,-75.02414656474187,0
0.27,27,-0.02754386927955927,-1.0009950756916364,0.09219516611478351,-0.3018750604180688,-0.3381490746885125,-0.13699202407123973,93.50709002798692,-1.3445982930657114,-75.02867567734705,0
0.28,28,-0.027467005245859853,-1.0022156147821408,0.09273511166839077,-0.2381002304052301,-0.4887286311692824,-0.14604872532769764,93.50871169786569,-1.3453080114944624,-75.03475976975416,0
0.29,29,-0.028915235977243783,-1.003427536034139,0.0929768733066245,-0.21628938189792932,-0.4890125130546602,-0.17739618317853892,93.52935636420153,-1.353537699195691,-75.0408831787518,0
0.3,30,-0.031128074139184767,-1.0042123364535014,0.09316597377767907,-0.19130439420043213,-0.3289141014647962,-0.21749565004408858,93.56007206701703,-1.3667170507715654,-75.04494139904807,0
0.31,31,-0.032763914557796044,-1.0039338741479882,0.09357292619273912,-0.13842130916373208,-0.13234612877648463,-0.2371277374850007,93.57823339775238,-1.3770931080080129,-75.04613477561796,0
0.32,32,-0.03281399244331404,-1.0023588428601276,0.09390932414773538,-0.08592121645208929,-0.02251844794841422,-0.21408009851497525,93.57804020187523,-1.378884386066354,-75.04587892221393,0
0.33,33,-0.031292615985048386,-1.0004880877619988,0.09365207194058818,-0.06877113583057438,0.008790145573875072,-0.15416951735509424,93.57978536549219,-1.371983529824061,-75.04637792345673,0
0.34,34,-0.02916406363034834,-0.9999967271709758,0.09283809140250017,-0.07141158406918134,0.06092063219814612,-0.08353628611647021,93.60425815757306,-1.3601536221503208,-75.0481673050321,0
0.35,35,-0.027715205938242497,-1.0013114950015305,0.09205576688765826,-0.05514438643918744,0.16237058837398066,-0.0274906526668338,93.64577062898297,-1.3481807389185179,-75.04963933245216,0
0.36,36,-0.027912994719598724,-1.0027251931274623,0.09160421133432776,-0.04255207230654559,0.20886382564810346,-0.003118686334559272,93.67871840255314,-1.340096276477607,-75.04943284723589,0
0.37,37,-0.029911363578737287,-1.002240332691552,0.09101381732123942,-0.12465484991581238,0.10531267657929633,-0.02239817580811034,93.68679040020407,-1.3378224923529418,-75.04848573124693,0
0.38,38,-0.03267896224350345,-1.0001351213214105,0.08956925779269968,-0.3362190706032037,-0.06116705285046645,-0.08781031124682719,93.67678568699559,-1.3406785968997692,-75.04850248349356,0
0.39,39,-0.034186167808010696,-0.9988214173912533,0.08730928826426955,-0.5400648513771965,-0.06431819214353746,-0.18020776842409264,93.66510625949354,-1.3461548245907033,-75.04879694424102,0
0.4,40,-0.03267365490449814,-1.000112086348958,0.08553279958726766,-0.508754893527224,0.2036897865344674,-0.2556376904215909,93.65997227993294,-1.351286642248525,-75.04641703908142,0
0.41,41,-0.028321433195829335,-1.0034665049451639,0.0861026189447029,-0.17151880851991436,0.5440865287717831,-0.26591791903824297,93.6596180043486,-1.3540859249390946,-75.04012263274451,0
0.42,42,-0.023519834047521813,-1.0070276114721315,0.08979519363476059,0.24791750337301746,0.5818843832780694,-0.1971962361165089,93.66147459690916,-1.3542048946252032,-75.03330608540453,0
0.43,43,-0.020994486570710215,-1.0094647211123629,0.09518199015841393,0.4000620359901849,0.1155109729860341,-0.09058961639250415,93.66684497716501,-1.3521810359303634,-75.03198835200192,0
0.44,44,-0.02146206288101599,-1.0104541795914648,0.09943719196240294,0.13183374357128985,-0.6840063066615414,-0.010551049789497946,93.67641346637818,-1.3485315087418908,-75.03985915750235,0
0.45,45,-0.023219287514353103,-1.0101461633449178,0.10053265691557632,-0.38514033734360076,-1.4310437466878483,0.01829224844483119,93.6853644247659,-1.3440592280677477,-75.05558264309929,0
0.46,46,-0.024059741355018132,-1.008846445875238,0.09867104210702475,-0.8461052974333108,-1.8377201536579872,0.040110587129491074,93.68651406546326,-1.3403656263761803,-75.07467931996462,0
0.47,47,-0.02348452517031023,-1.0070398425106695,0.09565176802312744,-1.0914060619165924,-1.8624163567704173,0.12700410684613403,93.67784564347762,-1.3392611026330814,-75.09320077787494,0
0.48,48,-0.022968376895948904,-1.0052681628681492,0.09316201733333998,-1.1865059398753124,-1.6499706210182592,0.3033032751608151,93.6642926275171,-1.341628081747806,-75.10955310698162,0
0.49,49,-0.024185979230108234,-1.003850832984156,0.09181799753601873,-1.2858606524070468,-1.4186073148591078,0.5054933539780719,93.65157787699867,-1.346751628451829,-75.12418302576667,0
0.5,50,-0.027213121227163448,-1.002805118849395,0.09136558921115173,-1.4704846976628243,-1.358486133378743,0.6198032256616325,93.64035143777588,-1.3525018170581182,-75.13871934222894,0
0.51,51,-0.030504681886189194,-1.0020357800588813,0.09114205792984426,-1.6990766621532354,-1.5242086261178494,0.5716775801492554,93.62736897886603,-1.3565614586669676,-75.15493746714296,0
0.52,52,-0.03238510258073351,-1.0015277581067992,0.09037535504884285,-1.8638472439552207,-1.7907102507425634,0.3912525536650135,93.61079933981456,-1.358120030520856,-75.17342031976324,0
0.53,53,-0.032386044946142105,-1.0014055614980726,0.0887019859653628,-1.8738275171932046,-1.9622603926281488,0.19580375316388746,93.5926447745305,-1.3583889426284808,-75.19305179124886,0
0.54,54,-0.03132190362003452,-1.0019083771444832,0.0867666765465589,-1.709449413422361,-1.9568064658032247,0.10128429343972697,93.57632690860562,-1.3592186696791575,-75.21227601630879,0
0.55,55,-0.030388268194211362,-1.0031781451390835,0.0859857315416973,-1.4394615164540194,-1.8758223077238143,0.13549715425265801,93.5632890620082,-1.361346190358837,-75.23087275638208,0
0.56,56,-0.03022049768388814,-1.0048375246041474,0.08724816210494753,-1.206713968407186,-1.8927676374165665,0.22442963824400747,93.55230713052518,-1.364042077033809,-75.25023513360466,0
0.5700000000000001,57,-0.03055255108239452,-1.0059017263656063,0.08978922307945283,-1.1663087815108875,-2.0813070593252396,0.26321769893965996,93.54128295544847,-1.365991380765842,-75.27195233465761,0
0.5800000000000001,58,-0.03063791363330031,-1.0055411529395004,0.09162050801560156,-1.3724999434029093,-2.339892095041861,0.20988227378122973,93.52893558258792,-1.3662877200154153,-75.29623031940521,0
0.59,59,-0.03015373365273417,-1.0040847176850332,0.09134484706633854,-1.6966666023090455,-2.46815003780502,0.11701316917500988,93.5149144627478,-1.365076204810913,-75.32147824484159,0
0.6,60,-0.029732318723467176,-1.0029483718177075,0.08956001314393276,-1.8968818592065355,-2.332984851331419,0.07539973276184288,93.49929161198631,-1.3635993960403896,-75.34520428021199,0
0.61,61,-0.030335493385122602,-1.0032454331700738,0.08823405538715133,-1.8240274659610853,-1.9929314493729569,0.12898018783349569,93.48285328596069,-1.3633366789926957,-75.36559012767381,0
0.62,62,-0.032006923350035056,-1.0045457735460959,0.08863016727987805,-1.5645103282147539,-1.6679098594727155,0.24062958844289373,93.46755322977774,-1.3648421189927473,-75.3827853633252,0
