TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ,FallCheck
0.01,1,-0.0030014260442051237,-0.9899988785365029,-0.04999521271662671,2.635230756782652,0.5723703309181267,0.6303585967359063,102.47357552114896,0.27502031095776286,-28.57915029472553,0
0.02,2,-0.0013567195706068993,-1.0003663998056689,-0.1445142553269344,3.819673608033441,1.3895695809184958,0.8289414933751199,102.57559869976971,0.25705734041264866,-28.559729743829934,0
0.03,3,0.001629020632602899,-1.007657700441291,-0.20020766309190716,4.466352826264967,2.1692948509864465,0.7674208634921387,102.5770794794815,0.2501525629678911,-28.546442491149456,0
0.04,4,0.006519496014469291,-1.011004457699018,-0.21281084029414613,4.446908817662663,2.673426163366801,0.47390458332633434,102.47565873054182,0.2551672559772051,-28.539465482175636,0
0.05,5,0.012704767881813692,-1.011769001411259,-0.20701656014260678,3.9693870342366737,2.6272832739798453,0.2000023009888567,102.38771934133598,0.25992983411913717,-28.529992156471508,0
0.06,6,0.018597684295180245,-1.0117666078173937,-0.20528831463751923,3.244868317256147,2.0551837905988415,0.13050714379025924,102.425479412435,0.25185474462158475,-28.50965714460599,0
0.0699999999999999,7,0.022527745688933898,-1.0115934946843779,-0.21129109723083886,2.3908251947146506,1.2999506037944497,0.23882193559949844,102.51596822828975,0.23831021231706398,-28.48913619112073,0
0.08,8,0.023874569709424965,-1.0103702155179064,-0.21775339532724333,1.5749234397007252,0.6508438270469046,0.3962008125637264,102.40701274660468,0.24745545179123038,-28.499289179824416,0
0.09,9,0.023233123685202632,-1.0070469426300868,-0.21886296983774708,1.0104364646085275,0.061147355335282254,0.5266374268948437,101.94550988916308,0.29796701632844735,-28.560262783151174,0
0.0999999999999999,10,0.021207235427887904,-1.002129375816308,-0.2137408612126058,0.7110464481218253,-0.65288782640208,0.6233023150408621,101.31513576850323,0.3710377816021915,-28.651581751232566,0
0.11,11,0.017407726949273995,-0.9977859109901263,-0.20500949007062036,0.391868835402625,-1.3959641516417785,0.6777689769611837,100.87721983560742,0.42502898926890736,-28.727340995098015,0
0.12,12,0.01123027019352074,-0.9956938642143122,-0.19764707724507838,-0.22678180422507382,-1.7652172975739,0.6664968684658354,100.7710977154691,0.4379477294629368,-28.762814087919296,0
0.13,13,0.003436928140327776,-0.9950573736577244,-0.19638084836376496,-1.0687493096319576,-1.5226322486442974,0.6050553780337874,100.7889024984238,0.4243671853609154,-28.773870419210038,0
0.14,14,-0.003818677285735902,-0.9935398714317103,-0.20142289683210313,-1.8022796230196816,-0.9781933333552275,0.5650304241332909,100.67069522573452,0.41120323139054915,-28.789310977561254,0
0.15,15,-0.008857748433185363,-0.9900525225289459,-0.20773664875885817,-2.2620193505141173,-0.7503344611121687,0.6117771040104306,100.40653896204229,0.40955293399784304,-28.818083099177546,0
0.16,16,-0.011947453622605374,-0.9858155585843393,-0.21004549210035162,-2.6068686956308986,-1.1519446317742452,0.7345803287294717,100.17989314006681,0.4129922856224142,-28.849690246245768,0
0.17,17,-0.0146127277270935,-0.9826096479977707,-0.207983913279043,-3.037458019396368,-1.9301204638476699,0.8509300758476742,100.09655030123685,0.41254218094764444,-28.876021382331892,0
0.18,18,-0.017948873966733527,-0.9806188183195591,-0.2051391637569172,-3.509329066501346,-2.634025922586468,0.881918297758236,100.07587716035891,0.4060685726347913,-28.901775848237136,0
0.19,19,-0.022153885144527628,-0.978208010949486,-0.20350968868241856,-3.802851483060335,-3.0950187102738465,0.8138798153541773,99.99855515983941,0.39720041034010173,-28.935161935613067,0
