TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ,FallCheck
0.01,1,-0.010000216016558004,-0.9920007765644366,0.15000069351301804,1.2604745534489252,-0.4010147448884555,-0.1718807493631996,95.67823114073285,-0.7276602906248909,8.21049895351552,0
0.02,2,-0.010080022130034172,-0.9919642003802693,0.15399234054187616,0.6287116487201599,-0.48320026504501334,-0.004004932776742531,95.6677271235059,-0.7309816786880831,8.212896182621616,0
0.03,3,-0.010242270841994562,-0.9929049508231163,0.15561957490184739,0.3522738655159078,-0.5324898682604619,0.11336723177934391,95.68199564625277,-0.7299150065941042,8.204003433055359,0
0.04,4,-0.010806482130331174,-0.9951782675230852,0.1547714029631575,0.45269992784430174,-0.5723113623356145,0.1589633034557407,95.72480455281588,-0.7234846393081341,8.182226992561104,0
0.05,5,-0.012037851823280819,-0.9981983130225122,0.15340176069209296,0.6583536478509834,-0.651999936755655,0.14421632894106454,95.77229131370784,-0.7158211892284383,8.157970350030668,0
0.06,6,-0.013667227485618811,-1.0007166719319536,0.15341901394783192,0.7104507797199493,-0.7690499840311864,0.0929648254245758,95.79558453948898,-0.7124434654422328,8.14328835419489,0
0.0699999999999999,7,-0.014946042580452323,-1.0016298070096745,0.15501556006065156,0.5626404173480977,-0.8496375798697667,0.02422433488082662,95.79744749338518,-0.7129132311452433,8.136699583044992,0
0.08,8,-0.015274211363662391,-1.000695965172469,0.15681707021651284,0.33071619690401,-0.811792691967858,-0.044554060715860794,95.8154905349588,-0.7096482185484672,8.122689486210277,0
0.09,9,-0.01473846103805475,-0.9985567335075198,0.15733772043336675,0.13959026835627006,-0.6378478638305074,-0.0889373397947688,95.87536549586314,-0.6972876447204662,8.091606210062398,0
0.0999999999999999,10,-0.014050748847343194,-0.9961690862328246,0.15628706968342046,0.03483009378870091,-0.3903323794953064,-0.08748026810576968,95.95002918032854,-0.6813411167225465,8.055964961850808,0
0.11,11,-0.013941485524518508,-0.9942744443095715,0.15467936342554658,-0.007622138730267966,-0.17152224232700783,-0.043441978824892175,95.98858504999575,-0.6725375700904379,8.037232468201339,0
0.12,12,-0.014470517624058016,-0.9932822286190682,0.15385848628696638,-0.028334795456518656,-0.061284724472144544,0.010635162560917994,95.98734305881602,-0.672203616947273,8.035858471435645,0
0.13,13,-0.014891771994902171,-0.9933785117789695,0.1544088794145149,-0.04696074109982517,-0.06889315918855526,0.03441403041100692,96.00559916007805,-0.668746638478492,8.02586400636179,0
0.14,14,-0.014379001024514691,-0.99451006848288,0.15587198656726892,-0.06231640262217371,-0.1318749941486361,0.008986804979817561,96.092955076671,-0.6520148667748924,7.986498052240091,0
0.15,15,-0.012995473778202064,-0.9962656115853241,0.15737170666770697,-0.0731781380994423,-0.17296091094990632,-0.04801990076554634,96.21977092061466,-0.627068468239673,7.9309881039541,0
0.16,16,-0.011781246162767389,-0.9979433952329426,0.158370908252015,-0.09000038186657158,-0.1709837363972511,-0.09549826837119267,96.30827858112939,-0.6083614942541211,7.892084947357454,0
0.17,17,-0.011735253002133895,-0.9988395384950469,0.1588285684114651,-0.12588799522705718,-0.17131193024653676,-0.10454022313686552,96.32664741596658,-0.6021962034401426,7.882203515888632,0
